text,font_size,is_bold,is_italic,page,cap_ratio,line_length,word_count,x_pos_norm,y_pos_norm,relative_font_size,indentation,starts_with_number,ends_with_colon,all_caps,vertical_spacing_above,vertical_spacing_below,label
"staffing, and evaluation;",9.960000038146973,0,0,11,0.0,25,3,0.21534796322093291,0.3906096641463463,1.0,131.79295349121094,0,0,0,0.408355712890625,0.408355712890625,Body
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",9.960000038146973,0,0,11,0.0,100,14,0.15653188867506637,0.40515980576023913,1.0,95.79751586914062,1,0,0,0.408355712890625,0.408355712890625,Body
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",9.960000038146973,0,0,11,0.0,90,11,0.21534796322093291,0.4197099473741319,1.0,131.79295349121094,0,0,0,0.408355712890625,0.408355712890625,Body
making;,9.960000038146973,0,0,11,0.0,7,1,0.21534796322093291,0.43426008898802476,1.0,131.79295349121094,0,0,0,0.408355712890625,0.408355712890625,Body
2.3 recruiting and managing the business planner(s);,9.960000038146973,0,0,11,0.0,52,7,0.15653188867506637,0.4488102306019176,1.0,95.79751586914062,1,0,0,0.408355712890625,0.288848876953125,Body
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",9.960000038146973,0,0,11,0.0,96,13,0.15653188867506637,0.46320947974619237,1.0,95.79751586914062,1,0,0,0.288848876953125,0.408355712890625,Body
expenditures;,9.960000038146973,0,0,11,0.0,13,1,0.21534796322093291,0.4777596213600852,1.0,131.79295349121094,0,0,0,0.408355712890625,0.408355712890625,Body
2.5 serving as a focus group for business planner(s) to test ideas;,9.960000038146973,0,0,11,0.0,67,12,0.15653188867506637,0.49230976297397805,1.0,95.79751586914062,1,0,0,0.408355712890625,0.408355712890625,Body
2.6 providing signoff for business planner(s) at key decision points of business plan development;,9.960000038146973,0,0,11,0.0,98,14,0.15653188867506637,0.5068599045878709,1.0,95.79751586914062,1,0,0,0.408355712890625,0.408355712890625,Body
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",9.960000038146973,0,0,11,0.0,99,11,0.15653188867506637,0.5214100462017637,1.0,95.79751586914062,1,0,0,0.408355712890625,0.408355712890625,Body
of the business plan;,9.960000038146973,0,0,11,0.0,21,4,0.21534796322093291,0.5359601878156566,1.0,131.79295349121094,0,0,0,0.408355712890625,0.288848876953125,Body
2.8 presenting the business plan to funders,9.960000038146973,0,0,11,0.0,43,7,0.15653188867506637,0.5503594369599314,1.0,95.79751586914062,1,0,0,0.288848876953125,0.408355712890625,Body
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,9.960000038146973,0,0,11,0.03125,96,14,0.15653188867506637,0.5649095785738242,1.0,95.79751586914062,1,0,0,0.408355712890625,0.408355712890625,Body
and education communities.,9.960000038146973,0,0,11,0.0,26,3,0.21534796322093291,0.579459720187717,1.0,131.79295349121094,0,0,0,0.408355712890625,11.8026123046875,Body
3. Membership,9.960000038146973,1,0,11,0.07692307692307693,13,2,0.1471089381797641,0.608396549417515,1.0,90.03067016601562,1,0,0,11.8026123046875,11.922149658203125,Body
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",9.960000038146973,0,0,11,0.0594059405940594,101,16,0.15651560764686734,0.6374843096492266,1.0,95.78755187988281,0,0,0,11.922149658203125,0.4083251953125,Body
representatives to the steering committee,9.960000038146973,0,0,11,0.0,41,5,0.15651560764686734,0.6520344127308239,1.0,95.78755187988281,0,0,0,0.4083251953125,11.922119140625,Body
3.1 Schools:,9.960000038146973,0,0,11,0.08333333333333333,12,2,0.15651560764686734,0.68112213443024,1.0,95.78755187988281,1,1,0,11.922119140625,0.4083251953125,Body
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,9.960000038146973,0,0,11,0.13333333333333333,90,13,0.20592501272563063,0.6956722375118372,1.0,126.02610778808594,0,0,0,0.4083251953125,0.16937255859375,Body
Coordinators of Ontario (TALCO)  (,9.960000038146973,0,0,11,0.20588235294117646,34,5,0.20592501272563063,0.7099206327187895,1.0,126.02610778808594,0,0,0,0.16937255859375,-11.1153564453125,Body
Executive Council of OSLA to name representative in,9.960000038146973,0,1,11,0.11764705882352941,51,8,0.44651106292126225,0.7099206327187895,1.0,273.2647705078125,0,0,0,-11.1153564453125,0.40838623046875,Body
consultation with TALCO,9.960000038146973,0,1,11,0.21739130434782608,23,3,0.20592498779296875,0.7244708128649779,1.0,126.02609252929688,0,0,0,0.40838623046875,-11.1153564453125,Body
),9.960000038146973,0,0,11,0.0,1,1,0.3761238148009855,0.7244708128649779,1.0,230.18777465820312,0,0,0,-11.1153564453125,0.52783203125,Body
3.2 Universities:,9.960000038146973,0,0,11,0.058823529411764705,17,2,0.1565155827142055,0.7391718084161932,1.0,95.78753662109375,1,1,0,0.52783203125,0.28887939453125,Body
- Ontario Council of University Libraries (OCUL) (,9.960000038146973,0,0,11,0.16,50,8,0.20592498779296875,0.7535710960927636,1.0,126.02609252929688,0,0,0,0.28887939453125,-11.1153564453125,Body
OCUL to name,9.960000038146973,0,1,11,0.3333333333333333,12,3,0.5406428318397671,0.7535710960927636,1.0,330.8734130859375,0,0,0,-11.1153564453125,-11.1153564453125,Body
),9.960000038146973,0,0,11,0.0,1,1,0.644360311670241,0.7535710960927636,1.0,394.3485107421875,0,0,0,-11.1153564453125,0.52789306640625,Body
3.3 Colleges:,9.960000038146973,0,0,11,0.07692307692307693,13,2,0.1565155827142055,0.7682721687085701,1.0,95.78753662109375,1,1,0,0.52789306640625,0.288818359375,Body
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR",9.960000038146973,0,0,11,0.16,75,12,0.20592498779296875,0.7826713793205492,1.0,126.02609252929688,0,0,0,0.288818359375,-11.1153564453125,Body
to name,9.960000038146973,0,1,11,0.0,7,2,0.7541432598837061,0.7826713793205492,1.0,461.5356750488281,0,0,0,-11.1153564453125,-11.1153564453125,Body
),9.960000038146973,0,0,11,0.0,1,1,0.8145428825827206,0.7826713793205492,1.0,498.500244140625,0,0,0,-11.1153564453125,0.4083251953125,Body
3.4 Public libraries:,9.960000038146973,0,0,11,0.047619047619047616,21,3,0.15649937648399204,0.7972214824021465,1.0,95.77761840820312,1,1,0,0.4083251953125,0.40838623046875,Body
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",9.960000038146973,0,0,11,0.12903225806451613,93,12,0.2059087815627553,0.8117716625483349,1.0,126.01617431640625,0,0,0,0.40838623046875,0.40838623046875,Body
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",9.960000038146973,0,0,11,0.16091954022988506,87,12,0.2059087690964244,0.8263218426945234,1.0,126.01616668701172,0,0,0,0.40838623046875,0.4083251953125,Body
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),9.960000038146973,0,0,11,0.20454545454545456,88,12,0.2059087690964244,0.8408719457761206,1.0,126.01616668701172,0,0,0,0.4083251953125,0.288818359375,Body
(,9.960000038146973,0,0,11,0.0,1,1,0.2059087690964244,0.8552711563880997,1.0,126.01616668701172,0,0,0,0.288818359375,-11.1153564453125,Body
"Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name",9.960000038146973,0,1,11,0.4339622641509434,53,9,0.21100269891078177,0.8552711563880997,1.0,129.13365173339844,0,0,0,-11.1153564453125,-11.1153564453125,Body
),9.960000038146973,0,0,11,0.0,1,1,0.6523673861634498,0.8552711563880997,1.0,399.24884033203125,0,0,0,-11.1153564453125,42.48974609375,Body
11,9.0,0,1,11,0.0,2,1,0.8351642384248621,0.9229543666646938,0.9036144543704663,511.1205139160156,1,0,0,42.48974609375,-12.6810302734375,Body
11,9.0,0,1,11,0.0,2,1,0.834767160851971,0.9229543666646938,0.9036144543704663,510.87750244140625,1,0,0,-12.6810302734375,-12.43798828125,Body
11,9.0,0,1,11,0.0,2,1,0.834767160851971,0.9232612378669508,0.9036144543704663,510.87750244140625,1,0,0,-12.43798828125,-12.6810302734375,Body
11,9.0,0,1,11,0.0,2,1,0.8351598502763735,0.9232612378669508,0.9036144543704663,511.1178283691406,1,0,0,-12.6810302734375,-12.50103759765625,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,11,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.7590361359261657,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,11,0.1,10,2,0.48481251835043915,0.9268159192017834,0.7590361359261657,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
3.5 Ontario Library Association representative (ex-officio)  (,9.960000038146973,0,0,12,0.04838709677419355,62,7,0.15656781664081648,0.09108054999149207,1.0,95.81950378417969,1,0,0,0.0,-11.115364074707031,Body
OLA to appoint one representative,9.960000038146973,0,1,12,0.09090909090909091,33,5,0.5581413717830882,0.09108062705608329,1.0,341.58251953125,0,0,0,-11.115364074707031,-11.115364074707031,Body
),9.960000038146973,0,0,12,0.0,1,1,0.7932429095498876,0.09108062705608329,1.0,485.46466064453125,0,0,0,-11.115364074707031,0.5278854370117188,Body
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.960000038146973,0,0,12,0.054945054945054944,91,17,0.2059935027477788,0.1057816996718898,1.0,126.06802368164062,0,0,0,0.5278854370117188,0.40837860107421875,Body
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.960000038146973,0,0,12,0.0425531914893617,94,14,0.20599349028144787,0.12033187981807825,1.0,126.0680160522461,0,0,0,0.40837860107421875,0.28881072998046875,Body
"the preparation of the business plan, finance, and communications.",9.960000038146973,0,0,12,0.0,66,9,0.20599349028144787,0.1347310904300574,1.0,126.0680160522461,0,0,0,0.28881072998046875,11.922119140625,Body
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.960000038146973,0,0,12,0.06382978723404255,94,17,0.15658407273635366,0.16381882176254736,1.0,95.82945251464844,1,0,0,11.922119140625,0.40838623046875,Body
"discretion, call on invited experts to advise on issues as required.",9.960000038146973,0,0,12,0.0,68,11,0.15658407273635366,0.1783690019087358,1.0,95.82945251464844,0,0,0,0.40838623046875,11.8026123046875,Body
4. Appointment Criteria and Process,9.960000038146973,1,0,12,0.08571428571428572,35,5,0.1471774032692504,0.20730583113853376,1.0,90.07257080078125,1,0,0,11.8026123046875,12.5296630859375,Body
4.1,9.960000038146973,0,0,12,0.0,3,1,0.15658407273635366,0.23716065377900095,1.0,95.82945251464844,1,0,0,12.5296630859375,-11.1153564453125,Body
Groups and organizations named in Section 3 above are responsible for appointing up to two,9.960000038146973,0,0,12,0.022222222222222223,90,15,0.20597720925324883,0.23716065377900095,1.0,126.05805206298828,0,0,0,-11.1153564453125,0.88641357421875,Body
representatives to the Steering Committee.,9.960000038146973,0,0,12,0.047619047619047616,42,5,0.2154164283104192,0.2523144038036616,1.0,131.83485412597656,0,0,0,0.88641357421875,12.88824462890625,Body
4.2,9.960000038146973,0,0,12,0.0,3,1,0.1566003537645527,0.2826219809175742,1.0,95.83941650390625,1,0,0,12.88824462890625,-11.1153564453125,Body
Desired characteristics for steering committee appointees include:,9.960000038146973,0,0,12,0.015151515151515152,66,7,0.20599349028144787,0.2826219809175742,1.0,126.0680160522461,0,1,0,-11.1153564453125,11.961944580078125,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.3117599872627644,1.0,108.08025360107422,0,0,0,11.961944580078125,-11.93206787109375,Body
Strategic thinkers;,9.960000038146973,0,0,12,0.05263157894736842,19,2,0.20600975884331596,0.3130804505011048,1.0,126.07797241210938,0,0,0,-11.93206787109375,0.079681396484375,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.3272155992912524,1.0,108.08025360107422,0,0,0,0.079681396484375,-11.93206787109375,Body
Committed to the concept of multi-sector partnerships;,9.960000038146973,0,0,12,0.018518518518518517,54,7,0.20600975884331596,0.3285360625295928,1.0,126.07797241210938,0,0,0,-11.93206787109375,-0.03985595703125,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.3425202803178267,1.0,108.08025360107422,0,0,0,-0.03985595703125,-11.93206787109375,Body
Knowledgeable about digital libraries and resources;,9.960000038146973,0,0,12,0.019230769230769232,52,6,0.20600975884331596,0.3438407435561671,1.0,126.07797241210938,0,0,0,-11.93206787109375,0.079681396484375,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.3579758923463147,1.0,108.08025360107422,0,0,0,0.079681396484375,-11.93206787109375,Body
Knowledgeable about government structures;,9.960000038146973,0,0,12,0.023809523809523808,42,4,0.20600975884331596,0.35929635558465517,1.0,126.07797241210938,0,0,0,-11.93206787109375,-0.03985595703125,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.37328057337288906,1.0,108.08025360107422,0,0,0,-0.03985595703125,-11.93206787109375,Body
Respected by their communities; influential;,9.960000038146973,0,0,12,0.022727272727272728,44,5,0.20600975884331596,0.3746010366112295,1.0,126.07797241210938,0,0,0,-11.93206787109375,-0.03985595703125,Body
•,9.960000038146973,0,0,12,0.0,1,1,0.1766017215703827,0.3885852543994634,1.0,108.08025360107422,0,0,0,-0.03985595703125,-11.93206787109375,Body
Able to take a consultative approach;,9.960000038146973,0,0,12,0.02702702702702703,37,6,0.20600975884331596,0.3899057176378038,1.0,126.07797241210938,0,0,0,-11.93206787109375,-0.00067138671875,Body
•,12.0,0,0,12,0.0,1,1,0.17653693404852175,0.403939410893604,1.204819272493955,108.04060363769531,0,0,0,-0.00067138671875,-12.52978515625,Body
Able to devote time to Steering Committee business: approximately one day per month for,9.960000038146973,0,0,12,0.034482758620689655,87,14,0.2059486987544041,0.4078613820702139,1.0,126.04060363769531,0,0,0,-12.52978515625,0.238433837890625,Body
.,12.0,0,0,12,0.0,1,1,0.631831050698274,0.422196975862137,1.204819272493955,386.68060302734375,0,0,0,0.238433837890625,-11.548797607421875,Body
meetings plus 2-3 working days per month on related activities,9.960000038146973,0,0,12,0.0,62,10,0.2059486987544041,0.42452424945253314,1.0,126.04060363769531,0,0,0,-11.548797607421875,12.287353515625,Body
5. Term,9.960000038146973,1,0,12,0.14285714285714285,7,2,0.14712499481400634,0.4540731256658381,1.0,90.04049682617188,1,0,0,12.287353515625,12.041656494140625,Body
Expected term on the Steering Committee is the time required to complete development of the,9.960000038146973,0,0,12,0.03296703296703297,91,15,0.15653166428110957,0.48331177836716777,1.0,95.79737854003906,0,0,0,12.041656494140625,0.288848876953125,Body
business plan plus two months. This process is expected to take approximately 6 months.,9.960000038146973,0,0,12,0.011494252873563218,87,14,0.15653166428110957,0.4977110275114425,1.0,95.79737854003906,0,0,0,0.288848876953125,11.8026123046875,Body
6. Chair,9.960000038146973,1,0,12,0.125,8,2,0.14712499481400634,0.5266478567412405,1.0,90.04049682617188,1,0,0,11.8026123046875,12.041656494140625,Body
Chair will be appointed by the Board of the Ontario Library Association.,9.960000038146973,0,0,12,0.06944444444444445,72,12,0.15653166428110957,0.5558865094425702,1.0,95.79737854003906,0,0,0,12.041656494140625,14.08343505859375,Body
Role of the Chair:,9.960000038146973,0,0,12,0.1111111111111111,18,4,0.15653166428110957,0.5877031653818457,1.0,95.79737854003906,0,1,0,14.08343505859375,11.922119140625,Body
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.960000038146973,0,0,12,0.009615384615384616,104,19,0.15653166428110957,0.6167908870812618,1.0,95.79737854003906,0,0,0,11.922119140625,0.408355712890625,Body
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.960000038146973,0,0,12,0.052083333333333336,96,14,0.15653166428110957,0.6313410286951546,1.0,95.79737854003906,0,0,0,0.408355712890625,0.4083251953125,Body
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.960000038146973,0,0,12,0.009900990099009901,101,19,0.15653166428110957,0.645891131776752,1.0,95.79737854003906,0,0,0,0.4083251953125,0.40838623046875,Body
"the business plan, and communications to stakeholders, funders, and government.",9.960000038146973,0,0,12,0.0,79,10,0.15653166428110957,0.6604413119229403,1.0,95.79737854003906,0,0,0,0.40838623046875,11.68310546875,Body
7. Meetings,9.960000038146973,1,0,12,0.09090909090909091,11,2,0.14712499481400634,0.6892272486831202,1.0,90.04049682617188,1,0,0,11.68310546875,12.0416259765625,Body
It is expected that in person meetings are held once per month and the majority of business will be,9.960000038146973,0,0,12,0.010101010101010102,99,19,0.15653166428110957,0.7184658628521543,1.0,95.79737854003906,0,0,0,12.0416259765625,0.40838623046875,Body
"conducted by e-mail, and teleconference.",9.960000038146973,0,0,12,0.0,40,5,0.15653166428110957,0.7330160429983428,1.0,95.79737854003906,0,0,0,0.40838623046875,11.68304443359375,Body
8. Lines of Accountability and Communication,9.960000038146973,1,0,12,0.06818181818181818,44,6,0.14712499481400634,0.7618019026939316,1.0,90.04049682617188,1,0,0,11.68304443359375,12.04168701171875,Body
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.960000038146973,0,0,12,0.05319148936170213,94,16,0.15653166428110957,0.7910405939275568,1.0,95.79737854003906,1,0,0,12.04168701171875,0.4083251953125,Body
funders.,9.960000038146973,0,0,12,0.0,8,1,0.2153477388269761,0.8055906970091541,1.0,131.79281616210938,0,0,0,0.4083251953125,11.922119140625,Body
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,9.960000038146973,0,0,12,0.0380952380952381,105,17,0.15653166428110957,0.8346784187085701,1.0,95.79737854003906,1,0,0,11.922119140625,0.288818359375,Body
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.960000038146973,0,0,12,0.03488372093023256,86,16,0.2153477388269761,0.8490776293205492,1.0,131.79281616210938,0,0,0,0.288818359375,0.40838623046875,Body
disperse them for purposes as  directed by the Steering Committee. OLA will provide,9.960000038146973,0,0,12,0.060240963855421686,83,13,0.2153477388269761,0.8636278094667377,1.0,131.79281616210938,0,0,0,0.40838623046875,0.40838623046875,Body
financial reports to the Steering Committee as requested and shall comply with all,9.960000038146973,0,0,12,0.024390243902439025,82,13,0.2153477388269761,0.8781779896129261,1.0,131.79281616210938,0,0,0,0.40838623046875,0.4083251953125,Body
government reporting regulations for funds received.,9.960000038146973,0,0,12,0.0,52,6,0.2153477388269761,0.8927280926945234,1.0,131.79281616210938,0,0,0,0.4083251953125,12.8238525390625,Body
12,9.0,0,1,12,0.0,2,1,0.8351642384248621,0.9229543666646938,0.9036144543704663,511.1205139160156,1,0,0,12.8238525390625,-12.6810302734375,Body
12,9.0,0,1,12,0.0,2,1,0.834767160851971,0.9229543666646938,0.9036144543704663,510.87750244140625,1,0,0,-12.6810302734375,-12.43798828125,Body
12,9.0,0,1,12,0.0,2,1,0.834767160851971,0.9232612378669508,0.9036144543704663,510.87750244140625,1,0,0,-12.43798828125,-12.6810302734375,Body
12,9.0,0,1,12,0.0,2,1,0.8351598502763735,0.9232612378669508,0.9036144543704663,511.1178283691406,1,0,0,-12.6810302734375,-12.50103759765625,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,12,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.7590361359261657,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,12,0.1,10,2,0.48481251835043915,0.9268159192017834,0.7590361359261657,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.960000038146973,0,0,13,0.031914893617021274,94,14,0.15653692507276348,0.10576998585402364,1.0,95.80059814453125,1,0,0,0.0,0.40837860107421875,Body
ongoing communications and consultation on issues and progress.  The Steering committee,9.960000038146973,0,0,13,0.022988505747126436,87,11,0.21536928064682903,0.12032016600021209,1.0,131.80599975585938,0,0,0,0.40837860107421875,0.28881072998046875,Body
is responsible for strong liaison with government particularly the Chief Information Officer,9.960000038146973,0,0,13,0.03260869565217391,92,12,0.21536928064682903,0.13471937661219124,1.0,131.80599975585938,0,0,0,0.28881072998046875,0.40837860107421875,Body
"Community Services Cluster, ADM’s and Deputy Ministers.",9.960000038146973,0,0,13,0.14545454545454545,55,7,0.21536928064682903,0.1492695567583797,1.0,131.80599975585938,0,0,0,0.40837860107421875,11.8026123046875,Body
9. Financial and Administrative Policies,9.960000038146973,1,0,13,0.075,40,5,0.14713025560566023,0.17820639562125157,1.0,90.04371643066406,1,0,0,11.8026123046875,12.0416259765625,Body
9.1 Service on the Steering Committee is non-remunerative,9.960000038146973,0,0,13,0.05263157894736842,57,8,0.15655319363463158,0.20744500979028566,1.0,95.81055450439453,1,0,0,12.0416259765625,0.288818359375,Body
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,9.960000038146973,0,0,13,0.031914893617021274,94,14,0.15655319363463158,0.22184422040226484,1.0,95.81055450439453,1,0,0,0.288818359375,0.40838623046875,Body
policies of the Ontario Library Association,9.960000038146973,0,0,13,0.06976744186046512,43,6,0.2153855367423662,0.2363944005484533,1.0,131.81594848632812,0,0,0,0.40838623046875,0.40838623046875,Body
9.3 Conflict of Interest:,9.960000038146973,0,0,13,0.08,25,4,0.15655318116830066,0.2509445806946417,1.0,95.810546875,1,1,0,0.40838623046875,0.40838623046875,Body
The ODL Steering Committee will function according to standard conflict of interest guidelines,9.960000038146973,0,0,13,0.06382978723404255,94,13,0.20596258624706393,0.2654947608408302,1.0,126.04910278320312,0,0,0,0.40838623046875,0.4083251953125,Body
"ensuring that members,  their immediate family members, or their places of employment, will",9.960000038146973,0,0,13,0.0,91,13,0.20596258624706393,0.2800448639224274,1.0,126.04910278320312,0,0,0,0.4083251953125,0.4083251953125,Body
not benefit financially from the decisions  the Steering Committee might make. As a first,9.960000038146973,0,0,13,0.033707865168539325,89,14,0.205962573780733,0.29459504406861586,1.0,126.0490951538086,0,0,0,0.4083251953125,0.288818359375,Body
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",9.960000038146973,0,0,13,0.020618556701030927,97,16,0.205962573780733,0.308994254680595,1.0,126.0490951538086,0,0,0,0.288818359375,0.40838623046875,Body
statement and procedural guidelines that will govern its work.,9.960000038146973,0,0,13,0.0,62,9,0.205962573780733,0.32354443482678347,1.0,126.0490951538086,0,0,0,0.40838623046875,463.6173095703125,Body
13,9.0,0,1,13,0.0,2,1,0.8351642384248621,0.9229543666646938,0.9036144543704663,511.1205139160156,1,0,0,463.6173095703125,-12.6810302734375,Body
13,9.0,0,1,13,0.0,2,1,0.834767160851971,0.9229543666646938,0.9036144543704663,510.87750244140625,1,0,0,-12.6810302734375,-12.43798828125,Body
13,9.0,0,1,13,0.0,2,1,0.834767160851971,0.9232612378669508,0.9036144543704663,510.87750244140625,1,0,0,-12.43798828125,-12.6810302734375,Body
13,9.0,0,1,13,0.0,2,1,0.8351598502763735,0.9232612378669508,0.9036144543704663,511.1178283691406,1,0,0,-12.6810302734375,-12.50103759765625,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,13,0.17543859649122806,57,9,0.1471251693426394,0.9268159192017834,0.7590361359261657,90.04060363769531,0,0,0,-9.37066650390625,-8.43695068359375,Body
March 2003,7.559999942779541,1,1,13,0.1,10,2,0.48481251835043915,0.9268159192017834,0.7590361359261657,296.70526123046875,0,0,0,-8.43695068359375,0.0,Body
Appendix C:,12.0,0,0,14,0.18181818181818182,11,2,0.15692909091126686,0.11681814868040759,1.204819272493955,96.04060363769531,0,1,0,0.0,-16.907997131347656,Body
ODL’s Envisioned Electronic Resources,12.0,0,0,14,0.16216216216216217,37,4,0.3235310573203891,0.11681814868040759,1.204819272493955,198.00100708007812,0,0,0,-16.907997131347656,27.47791290283203,Body
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,9.960000038146973,0,0,14,0.05154639175257732,97,17,0.15692875432033165,0.1728609643801294,1.0,96.04039764404297,0,0,0,27.47791290283203,0.40838623046875,Body
collaboration and resource sharing. ODL will be a portal - capable of customization as,9.960000038146973,0,0,14,0.03488372093023256,86,14,0.15692875432033165,0.18741114452631788,1.0,96.04039764404297,0,0,0,0.40838623046875,0.40838623046875,Body
"a home page for local libraries - to organized, comprehensive, authoritative and validated",9.960000038146973,0,0,14,0.0,90,13,0.15692875432033165,0.20196132467250633,1.0,96.04039764404297,0,0,0,0.40838623046875,0.288818359375,Body
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,9.960000038146973,0,0,14,0.01020408163265306,98,17,0.15692875432033165,0.21636053528448548,1.0,96.04039764404297,0,0,0,0.288818359375,0.40838623046875,Body
"of their education, life and work. Some examples:",9.960000038146973,0,0,14,0.02040816326530612,49,8,0.15692875432033165,0.23091071543067393,1.0,96.04039764404297,0,1,0,0.40838623046875,11.922119140625,Body
1. Reference Resources,9.960000038146973,0,0,14,0.09090909090909091,22,3,0.15692875432033165,0.25999843713008997,1.0,96.04039764404297,1,0,0,11.922119140625,11.922119140625,Body
"- directories: companies, associations, organizations, governments, educational institutions,",9.960000038146973,0,0,14,0.0,93,8,0.15692875432033165,0.289086158829506,1.0,96.04039764404297,0,0,0,11.922119140625,0.288818359375,Body
etc. etc.,9.960000038146973,0,0,14,0.0,9,2,0.15692875432033165,0.3034853694414852,1.0,96.04039764404297,0,0,0,0.288818359375,0.40838623046875,Body
"- almanacs, country information",9.960000038146973,0,0,14,0.0,31,4,0.15692875432033165,0.3180355495876736,1.0,96.04039764404297,0,0,0,0.40838623046875,0.40838623046875,Body
"- dictionaries, thesauri, encyclopedias",9.960000038146973,0,0,14,0.0,39,4,0.15692875432033165,0.3325857297338621,1.0,96.04039764404297,0,0,0,0.40838623046875,0.408355712890625,Body
-consumer information,9.960000038146973,0,0,14,0.0,21,2,0.15692875432033165,0.34713587134775487,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
"- phone books,",9.960000038146973,0,0,14,0.0,14,3,0.15692875432033165,0.3616860129616477,1.0,96.04039764404297,0,0,0,0.408355712890625,0.288848876953125,Body
"- travel guides, entertainment guides",9.960000038146973,0,0,14,0.0,37,5,0.15692875432033165,0.3760852621059225,1.0,96.04039764404297,0,0,0,0.288848876953125,0.408355712890625,Body
- weather information,9.960000038146973,0,0,14,0.0,21,3,0.15692875432033165,0.39063540371981537,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
- media/newspapers,9.960000038146973,0,0,14,0.0,18,2,0.15692875432033165,0.40518554533370815,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
"- leisure time, recreational activity guides",9.960000038146973,0,0,14,0.0,44,6,0.15692875432033165,0.419735686947601,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
- indexing and abstracting services,9.960000038146973,0,0,14,0.0,35,5,0.15692875432033165,0.43428582856149384,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
"- currency converters,",9.960000038146973,0,0,14,0.0,22,3,0.15692875432033165,0.4488359701753867,1.0,96.04039764404297,0,0,0,0.408355712890625,0.288848876953125,Body
- virtual reference services,9.960000038146973,0,0,14,0.0,28,4,0.15692875432033165,0.46323521931966144,1.0,96.04039764404297,0,0,0,0.288848876953125,0.408355712890625,Body
-vocational/career information,9.960000038146973,0,0,14,0.0,30,2,0.15692875432033165,0.4777853609335543,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
-internet search engines,9.960000038146973,0,0,14,0.0,24,3,0.15692875432033165,0.4923355025474471,1.0,96.04039764404297,0,0,0,0.408355712890625,0.408355712890625,Body
-current awareness services,9.960000038146973,0,0,14,0.0,27,3,0.15692875432033165,0.50688564416134,1.0,96.04039764404297,0,0,0,0.408355712890625,11.922119140625,Body
2. Subject Guides,9.960000038146973,0,0,14,0.11764705882352941,17,3,0.1569257125355839,0.535973365860756,1.0,96.03853607177734,1,0,0,11.922119140625,11.8026123046875,Body
